855669	2541193
853766	2543324
854835	2543239
850744	2540821
854869	2539307
855254	2540837
852091	2542879
850970	2543685
854735	2540120
853836	2540821
851531	2543278
853601	2540115
853317	2540314
854685	2541204
851246	2543666
852199	2539239
853995	2538987
856394	2542409
852922	2541348
855841	2539738
851698	3361273
855701	2540825
856558	2542047
851214	2541265
851400	2543481
852790	2542207
853544	2540695
850722	2542036
853929	2542635
851445	2542723
851590	2542856
850904	2540352
852325	2541803
854078	2538936
850430	2539770
850445	2539619
851727	2539497
851967	2542922
855475	2542295
852591	2542925
852427	2542179
855860	2538875
1466445	2539310
856002	2541451
850508	2540112
856760	2539627
854206	2543192
852216	9407039
850641	2541672
854647	2541699
855239	2542824
855563	2543097
855952	2542531
852258	2543668
854158	2543544
852695	2542368
852053	2540000
852885	2542203
856904	2542687
855240	3361476
851874	2540985
856106	2540018
853096	2539190
856844	2540281
856443	2542429
850442	2542198
850966	2542368
855899	2540133
852471	2542790
851567	2541932
854179	2539723
855583	2542097
853891	2540051
851222	2540515
854353	2540051
851745	2538816
856571	2543097
853761	2539900
852222	2540422
852580	2541446
3289591	2542201
852714	2540945
851934	2539226
855306	2542933
856569	2540633
852794	2542029
854252	2539101
854941	2543240
853364	2538959
853857	2540353
851592	2540656
856530	2542617
851429	2539051
850551	2540469
853043	2540149
853439	3361533
853369	2543455
851830	3361260
852314	2541984
852495	2542357
856563	2539649
852704	2539085
852451	2541605
854840	2543347
850966	2540570
855066	2538984
856729	2542432
855184	2538736
852462	2541693
855102	2543240
851641	2539765
854503	2541055
850519	2541990
856764	2542358
852057	2538736
850530	2543539
855213	2541652
851148	2540004
856536	2543629
853609	2540481
856702	2542427
850683	2541677
856870	2543379
853957	2541746
851994	2539659
850980	2541643
854835	2542198
852001	2542363
856466	2542457
853262	2540544
854046	2539671
856394	2543372
852057	2543372
853475	2541755
856602	2542723
854404	2541871
856198	2543011
854102	2540725
856154	2540046
855171	2539517
854453	2541633
852501	2539671
853271	2540728
851476	2540324
851965	2539726
850628	2542825
855571	2540071
856227	2543042
855311	2542520
855390	2543097
856453	2543064
851091	2540500
856591	2540055
852194	2540939
851212	2540802
852788	2542299
854937	2541318
852539	2540941
853760	2539511
856656	2539947
850786	2540629
855939	2542266
853059	2540624
853478	2539050
851457	2540728
851000	2539077
856754	2542162
852643	2540097
850793	2542796
850818	3361476
852028	2539666
855533	2541940
852583	2542207
855944	2540422
855194	2542180
856461	2541293
853499	2540281
853271	2542641
853413	2542987
856652	2539993
854867	2542179
851832	2542328
851212	2543310
852916	2540136
850539	2541733
851957	2542301
854883	2543013
852275	2540989
853766	2543628
856297	2540292
854477	2543526
852673	2540255
851259	2540939
852395	2538760
850552	2539329
856088	2541386
850702	2539828
856118	2542170
850980	2540719
850941	2540719
854663	2540695
851320	2543082
851652	2543653
856868	2542369
855194	2542403
851262	2538816
850822	2542358
850980	2540784
24573117	2540981
851054	2541879
855580	2539332
851564	2541720
855567	2541147
856228	2541144
850693	2538720
851761	2539881
855328	2541858
855765	2542008
852250	2540422
851772	2543031
856091	2540500
855998	2541268
852683	2541347
852421	2542856
855982	2539733
855210	2539447
854540	2539088
851266	2542582
854282	2539497
853716	2538902
851789	2542178
854933	2543506
856100	2543653
856507	2540650
853846	2539527
856085	2543086
856237	2541592
850500	2540511
855758	2541530
855228	2543069
856654	2539781
851704	2541199
855988	2542162
853003	2540008
853535	2540637
850334	2541599
853843	2540992
854653	2538855
854946	2542474
851250	2539027
855439	2542540
854796	2541585
854931	2539511
854671	2540690
852762	3361461
851906	2542925
851420	2542287
853362	2540473
855835	2540026
851462	2540828
850977	2539352
854550	2542069
853463	2539917
850702	2542313
851263	2539671
853130	2543113
852187	2539671
856490	2542925
856862	2539679
854240	2540500
854504	2541889
850969	2540324
855563	2540352
853467	2542197
850909	2540228
852352	2542665
850409	2541446
856572	2539527
850921	2541517
851006	2540326
853630	2540149
856660	2540046
854047	2541155
853626	2540352
851030	2539330
854143	2539087
852578	2540825
852326	2543129
854047	5802757
855132	2541580
850539	2541719
852037	2541147
851737	2540324
850405	2539970
854226	2543289
850633	2539495
853365	2542665
853700	3361273
854190	2543510
851458	2538917
856162	2543297
854663	2542873
855907	2539686
850719	2543281
851549	2540055
856571	2540352
854191	2542266
852938	2541582
852569	2540856
850744	2539239
855096	2542815
851590	2541531
854468	2543293
851565	2542393
855182	2543097
850504	2543281
855389	2542761
853836	2539239
850437	2539036
850297	2541299
850370	1669525
850451	2543097
854428	2542606
855596	2540060
852263	2543462
852372	2543425
855819	2541193
853145	2542301
855339	2538846
853513	2539641
851737	2541512
850905	2542809
854663	2539036
852525	2541071
854710	2543396
850943	2538999
855459	2542558
851549	2541818
852484	2543580
853365	2539644
852457	2543010
856892	2543030
855269	2543062
3289591	2541871
856463	2543087
851030	2540992
853714	2540900
852624	2541268
852233	2539781
852985	2539268
854506	2539473
853747	2543407
851678	2538984
853442	2542856
851051	2539324
856940	2542313
851856	2539550
852846	2541299
856092	2542596
853369	2539970
852607	2542170
852786	2541638
856358	3361511
853773	2540945
851776	2540985
853605	2542862
855621	2540443
851708	2539527
851681	2540055
856528	2541201
856130	2540244
850920	2540309
856360	2543086
855213	2539698
853887	2542622
856413	2539986
850520	2539804
855758	2542643
853381	2538848
855264	2542967
854776	2539465
850682	2540544
854166	2540348
851652	2539408
852947	2539547
850995	2542244
852050	2543510
856136	2540954
855041	2539861
854227	2542036
851648	2539004
853922	2540745
851590	2539242
855939	2540945
855561	2539437
854387	2543246
856731	2541529
856831	2540443
852640	2540666
854549	2541612
853140	2540825
853683	2539808
856098	2543347
853766	2540920
855625	2539711
855557	2542029
854465	2543281
850992	2540856
851419	2542844
855787	2541179
853372	2542544
851261	2540055
850843	2540645
851830	2542194
850584	2542235
854475	2542409
856472	2542773
856541	2541115
856080	2540737
854827	2540060
855531	2541806
856892	2539109
855913	2543239
854179	3361533
854094	2539461
852762	2541590
854339	2543537
854412	2542195
853355	2540887
854878	2543240
855361	2542029
851261	2541818
855355	2538769
854082	2542674
850430	2540861
853467	2540263
855260	2543178
855607	2542746
851245	2540422
852091	2541522
856557	2539352
856371	2542844
855958	2542195
850796	2542520
851909	2541580
853954	2542133
851200	14218174
856030	2541720
855328	2540148
853178	2542414
852180	2542358
855911	5802967
850977	2540312
851885	2539550
851910	2541655
853961	2542348
856419	2541147
856008	2539795
852684	2542427
854765	2540133
853696	2538984
855241	2540887
854161	2540554
856294	2539027
851431	2541179
854480	2541336
854942	2539123
855600	2541897
850818	2540725
852778	2540131
852295	2539550
851545	3361400
855082	2539421
854263	2539947
852203	2541701
856434	2541326
856737	2543396
850910	2542987
854477	2542746
855728	2541099
855583	2542358
852423	2541957
850983	2541910
856764	2540500
856811	2539623
855846	2540348
854188	2541657
853650	2540810
856358	2542701
854190	2543455
850507	2541913
856557	3361036
850358	2540334
850941	2538911
856815	2540347
850720	2541910
852834	2539050
852433	2542582
854889	2541083
850943	5802965
850982	2540324
850405	2543027
852230	2539317
853083	2539986
856002	2540735
854406	2541519
854067	2540215
854879	2541916
851441	2540060
854910	2542427
852258	2541120
855188	2541620
851708	2543481
852646	2541033
850944	2540557
854504	3361476
853174	2541643
851109	2539461
852088	2540879
852329	2541733
856044	1669525
856203	2542427
853102	2539415
851897	2538868
852788	2543164
852305	2540825
850719	2543455
852580	2540426
851545	2541324
851032	2538760
855616	2541929
851753	2539481
853120	2539047
852257	2542457
854843	2540460
852767	2539329
852593	3361468
854825	2540118
851214	2542201
856554	2540334
