#Gene_A	Gene_B
852967	856243
852282	853350
854876	855631
852386	855976
850440	854794
855076	855983
851051	853856
854458	855532
850440	852589
853877	856320
851273	852171
851151	852127
852276	852547
853161	854399
852666	855478
852371	854889
852772	854026
852975	854329
851810	854657
855429	856475
852980	853434
850647	855524
853935	855104
853920	854040
854913	855836
851332	854813
851259	853559
855091	855543
851671	856320
850643	850949
852644	852695
852977	856155
852248	856629
855836	856521
852772	855093
853186	855143
853071	855711
852018	855049
854817	855584
854306	855512
851513	855897
852185	856604
856386	856510
850647	850983
851369	855600
851751	856862
852547	854320
851024	856162
852428	852697
851418	852755
853313	856925
851212	856741
854227	856911
850647	852275
852977	854372
852294	854223
852073	852755
853475	856664
851171	855661
852697	853294
854373	855177
852248	855212
852295	854322
852128	855953
851771	852113
850305	853336
851212	853925
850614	850633
853335	853762
853318	854283
853133	856315
854671	855568
850803	852582
854691	856236
853023	856159
852465	9164870
54971	855682
852171	856593
852386	856559
853568	853767
851115	854227
852146	855836
852248	856341
851212	851345
851723	852421
851506	854493
851508	855132
851782	855827
851369	851770
851620	853318
851495	855264
852283	855875
855705	855960
852283	854937
853739	856602
856779	856912
850647	856737
852697	852982
851937	852748
850846	855512
855158	856655
854497	856911
851632	854075
855428	855788
850799	855081
853112	856659
852728	853168
1466445	851415
852294	853603
852804	856485
851259	855543
850722	852714
856381	856521
852487	853537
854906	855466
850764	856656
850636	852088
853803	854418
855840	855840
850647	856738
851771	853585
853200	856489
851212	852579
852294	853330
851259	852532
851800	853757
852870	855914
850740	851824
852122	856805
851085	856422
850876	856103
854827	856159
853616	856854
852547	855620
852951	856398
853944	853944
855700	855757
852755	856365
855950	856823
853243	855622
854202	854202
851802	853986
856908	856919
852361	853133
852697	853937
852122	854519
853212	853866
851548	856486
253980	850809
852199	852778
852457	853995
853682	854881
850695	855730
851394	853478
851212	853970
850593	851981
852485	854469
10320	851251
850549	856488
856919	9164900
855173	855836
851085	854543
850934	855661
854737	855440
851993	853434
853365	854776
852755	856004
852122	855710
851030	856119
855512	855618
855675	855885
851394	851485
853133	854960
851557	854382
852746	855415
851259	856210
850515	851624
850888	856726
852755	855302
851431	856674
853817	855017
856126	856195
851893	853458
855616	856696
851771	853669
853931	854258
850964	851212
853509	853961
851415	853936
852284	856518
852705	852705
853364	854966
850794	855254
55198	854119
854525	856738
852697	856063
852755	855306
851691	855532
851623	856518
853157	853928
851482	853438
851394	851554
854651	856567
850945	853365
854991	855143
855462	856744
850647	854321
855281	855332
850764	854381
852471	853036
853309	854541
853641	855217
851212	854139
852982	856255
851921	856384
854791	855097
851259	853803
852657	852721
850320	851432
852518	854072
855941	856194
851481	852344
853743	855862
851482	854221
853333	856422
850506	851935
852556	852556
853157	854868
855104	855381
855179	855807
852385	855102
855985	856155
852295	855288
856267	9164909
851845	855884
851148	856103
852127	856784
854373	854734
852755	856210
850918	852068
851095	853800
851136	852451
850676	852406
853867	856155
852241	852457
850769	850952
851504	853537
852719	852726
850798	856155
852684	856884
855055	856201
852371	855177
855534	856751
851394	854520
851575	854258
851745	856183
852757	854450
854533	854938
852013	852295
850799	856607
856155	856697
852424	855842
852283	853967
852547	853581
851394	853468
851394	851942
852896	855511
852351	856566
853537	854198
853839	856691
852034	853928
852248	856123
852025	856216
853186	856119
850554	855838
851394	856153
851212	853976
850647	851667
1466499	851394
851369	856388
852547	853218
850889	852265
852755	855336
852248	855947
850510	855466
850320	850716
852392	854085
855268	855753
852702	852833
851399	855964
853247	853628
850522	856076
852730	856267
855940	856351
850919	854245
855704	856425
851565	852782
850568	852755
853718	855057
853109	855758
850614	856351
851051	853433
851906	855587
851394	855616
855998	856169
851063	851212
851754	852295
851827	854960
851723	853734
851369	853880
853847	856320
852327	854945
854373	855730
852547	854979
851002	853853
850737	855998
850647	853593
851817	853248
850326	855591
851152	852702
852990	855409
854742	856726
851768	855509
852351	853204
853106	855842
5093	851676
280691	851757
850647	853539
851394	852447
851152	852838
851399	852695
852004	852018
852112	852697
851394	852202
851996	853244
850623	852344
852586	856229
852018	852728
852258	852352
852624	853262
854785	854997
6672	852122
854353	855478
851064	852951
852971	856899
855730	856656
851087	853175
851170	856764
855659	856155
851724	856926
856015	856154
850298	853674
851998	853434
852258	854825
854309	856351
852013	853811
852344	854513
854979	854995
852880	856422
852127	855573
852184	856437
851862	856514
852248	854564
851544	852216
854279	855066
853418	853906
851025	851903
854349	855982
850832	852284
853677	854036
851061	856208
852191	853503
851154	851394
856563	856899
851394	855725
852862	854989
850647	855055
851018	851698
851059	851201
852766	855283
854717	856320
851136	856317
852697	853713
852755	855565
852678	855783
23204	855401
851052	854450
854450	855118
854867	855845
851807	856828
851447	854243
854535	855561
855898	856912
850554	852342
851445	853031
852499	853313
851810	852372
853339	855984
852728	854827
852225	852931
851482	853790
855882	856076
851800	852135
855568	855589
851726	855025
7454	853528
854373	854439
853082	854373
853096	854119
851151	852230
856351	856716
855360	856594
856155	9164972
851394	856411
851030	854204
853848	855512
850820	855884
855118	856255
854953	856646
854162	856729
851406	855429
851394	852847
853133	853264
851996	854650
850589	854448
852481	852593
852060	9164985
854385	855609
850863	852980
853238	856320
851035	854450
854657	854868
852017	852223
851721	855990
851212	852574
851112	851112
854946	855680
851678	852852
852755	853456
851030	856864
852763	856320
851606	856094
852870	856863
853958	856155
850346	851030
855094	855691
852059	853985
856472	856537
852834	855730
850647	856180
853337	854439
850385	853031
852497	853805
852680	856508
850654	851249
851972	856802
853817	856287
852459	856155
850658	855701
852945	9833
853275	855555
852870	854407
850753	854373
853900	855950
7316	852639
850549	852811
851771	853821
850785	851825
852135	853845
852501	856254
852618	856351
851824	852373
851721	855611
852338	852547
851394	854372
855473	856052
850686	856162
855132	856076
852294	856129
855466	856634
855753	856537
852794	855075
850678	856155
851877	856307
850504	851810
851785	854292
851159	851482
852681	854694
850647	854444
850979	853769
852197	853133
852830	855429
850768	851075
852382	855836
56658	853881
853613	854162
851199	855409
852876	856351
853956	856839
852910	854373
850686	852685
852640	855591
852329	853395
850554	856079
851394	855360
856317	856743
852755	856349
854379	855224
852248	855187
854827	856126
850710	853303
851029	854037
852410	853828
852568	855012
850963	854745
850872	852982
854282	854898
850520	856696
852439	856352
852122	855505
854056	854745
854322	854399
851733	856351
853015	855836
854284	856059
852588	852755
850597	855013
855466	856940
852088	853365
853959	856351
856220	856901
851645	856091
852549	856255
852373	856136
855623	855754
855143	855977
851990	854016
850691	854663
852755	856136
853418	856564
851319	855408
853335	855003
854117	856320
852697	853327
850782	853928
854165	854487
851394	855017
8350	850658
856352	856355
853099	855661
851304	855438
852443	852755
855221	856576
854747	855066
850893	853956
851085	851532
850326	854881
850328	851487
851408	855259
851865	852755
852447	852697
816	850998
851266	9164870
853089	853529
854658	855881
852248	853760
851614	853475
852200	856860
851212	856039
7316	856748
852755	854716
852993	854386
850647	850702
853433	854650
853811	855208
852418	854450
852876	854373
855270	855408
851212	853504
850504	850774
853371	856862
854237	854286
850543	855449
852519	852697
851924	854382
853681	856751
855350	856503
851899	855104
852451	853526
855259	856422
851030	851201
853335	853434
855104	855716
851623	854667
855013	856408
850344	852383
850720	850879
851136	852867
855116	855701
7316	854513
852026	853133
850580	854206
851485	856668
851421	856153
853604	853604
850647	853159
856130	856130
850654	850761
852816	855544
851142	851143
854827	856415
855259	855725
854162	854243
853782	854525
851482	854229
850594	850747
852539	855466
850543	855535
850633	851000
852964	856848
853498	855155
854309	855897
853741	856821
851833	852127
852230	854142
852697	854929
851212	853744
854040	855705
851110	852248
851771	852259
853133	854864
851441	855934
853522	854384
851259	855598
854235	856403
851834	853641
850298	853124
851394	854090
852709	856155
851710	852547
853997	855535
850478	855575
850384	854150
854162	855368
851152	856422
851394	855035
851371	852870
851158	855897
853133	855833
853537	856868
854938	855383
854051	855591
854505	855858
850454	851671
854780	855782
851713	855012
852697	852743
851396	852248
851052	851196
852755	853737
853956	856420
850440	850647
852100	855067
854407	856087
852547	855289
852250	853886
856104	856425
850500	850620
854119	854284
851688	854938
852755	853050
853098	853275
855900	856579
851574	852324
851482	854983
851259	853836
852870	853029
852697	856863
853537	854733
851394	854525
852607	853335
852344	853479
853743	855832
852068	856063
854883	856451
854424	855399
850966	855275
851817	852378
851494	855450
852997	853585
853767	856570
855830	856849
853031	853537
854678	856226
851742	854068
853447	854745
851716	854337
855478	855478
850647	854876
851151	853133
140691	852564
851636	853956
851212	852878
851394	854942
852569	853922
852218	856537
851320	852440
850647	850835
6449	854644
852127	854459
851394	854742
7316	854735
850397	852068
853834	856663
850342	853371
850647	853422
852547	852732
852003	856422
140691	853646
852665	853072
850721	856029
851926	856725
856361	856537
850998	854071
851707	854418
852042	9164920
851600	853338
850733	852501
852122	856791
851170	854518
851114	854673
852549	856449
851934	854966
851143	856216
854987	855512
853261	853963
850620	851691
853491	854370
854073	855998
853537	856608
851708	856119
854085	856418
850330	855673
855836	856401
854130	854584
853064	856320
851266	855700
853857	855236
850633	852549
854373	856156
852292	853133
851694	856155
852952	852990
852875	853434
852549	853714
853347	856368
852194	854841
850688	855782
850594	856156
850915	851996
850962	850998
851140	855319
851246	856741
851034	852887
853503	856804
852547	854306
853920	854820
853803	855898
851771	856742
850633	853654
855622	856029
854542	855704
851939	853335
853728	854948
851077	854016
850934	851751
850647	855254
850647	856353
850320	852403
850435	853743
854023	856267
850506	855498
851407	855925
854162	856638
854933	855466
854555	854657
852722	854068
851358	852697
854072	854406
55329	853459
853442	854542
850996	851212
850647	9164901
852352	855052
850594	852811
856301	856854
851041	853898
853434	854047
851033	851910
852122	852122
852755	855596
55165	852564
850710	851212
851955	852870
851369	852619
850609	851394
854382	854915
850647	850900
854446	855512
852021	852646
851025	854662
850601	850888
855105	856537
852742	855730
851410	854418
853552	854350
855976	856518
856472	856476
855929	856613
854681	854741
852529	853355
852494	855700
7360	852564
851394	856173
853537	856284
855700	856746
851482	856032
853097	856422
850601	856153
853144	856508
2777172	852755
853051	855841
851175	851212
853434	854242
853083	853777
852547	855202
854373	856435
851051	854748
854901	854937
852495	856900
850320	856187
853434	853682
851928	854739
854664	854827
856294	856832
854373	854544
850554	852846
853335	855358
851212	851368
855705	856352
852665	856782
852547	855116
851131	851394
850693	851099
851212	855235
851811	852046
851089	852755
852547	855936
851944	856862
10126	852034
851448	854245
856017	856081
851812	852127
853957	855512
853882	855911
850636	856057
852294	853598
854699	854865
853465	856155
851394	851408
855335	856719
851394	852105
851394	854155
853670	856837
850683	853522
854791	855130
855143	855705
853503	855536
852951	853963
851201	853133
854351	856870
852398	854749
851013	854778
851024	852969
852295	855479
852755	856294
854758	856607
851651	853503
7317	851624
852834	854810
850803	855217
851988	853796
855654	856252
851369	853555
852250	856607
851201	852194
850748	852518
851058	854937
853385	854657
852035	853275
852870	856063
853339	855661
852248	854175
853226	853226
854291	855605
852547	855460
852654	854740
851482	855891
853807	854369
850568	853878
852212	854866
853537	855173
850633	856443
855440	856895
851392	855478
855221	856503
853371	856668
854937	856141
852860	856076
850636	852341
850808	851159
851346	851988
851279	856444
851212	854394
851891	854992
851030	851856
855827	856329
851212	852481
851455	855998
851212	854391
850625	856267
851259	854867
853817	854933
852673	855245
850328	856425
854977	856140
852755	855649
851212	851315
851798	853112
850304	856267
856437	856709
855478	855630
852265	855957
850328	853758
855512	855709
854480	855466
851988	855925
80321	853177
851369	853587
856499	856891
852694	856058
852547	852622
852558	853273
852439	856063
855104	855662
850320	854825
852680	854258
853537	853699
850482	853336
850328	855844
851761	855320
852177	855857
855466	856191
851937	855158
850297	854144
852113	852697
851212	856861
1466398	852755
851164	852547
850415	855929
855283	856575
852665	854984
851162	854881
854373	854444
850647	856668
853503	855406
851119	856023
856278	856520
851656	856320
853037	856069
852321	852547
854657	855224
854999	856201
852206	853537
850843	854086
1466431	854818
851212	854661
850549	853249
851744	855449
853781	853817
852755	855156
854046	854903
853997	855086
854778	856289
852810	854999
851418	855512
851568	851568
851771	854677
853780	854793
851798	855922
850713	854201
855466	856580
850569	850569
851441	851935
850456	89885
850406	850406
852248	854570
853982	856362
851101	854150
852457	853592
853031	855827
851394	854405
852995	855099
850538	850620
850647	854076
851431	854382
852766	852814
851555	853640
853583	856912
851676	852286
850703	852701
854068	855224
18786	850620
850440	855591
850843	855972
854142	854142
850554	851052
851286	851543
854324	856377
851964	855661
851475	854322
854657	854903
852696	855201
852403	855080
850401	855158
850320	853219
851691	856478
856293	856559
851482	852058
853972	855922
853203	853938
855943	856607
856304	89885
850620	856277
850298	853375
852766	854082
850470	852972
855158	855730
854501	855836
850619	853817
850570	851369
850440	855730
852122	854468
853041	854827
853717	855731
1500489	1500489
852819	853010
851813	852294
853091	853978
851579	855466
854794	855158
853529	853683
850504	853161
852803	855830
852218	856700
855548	855568
854256	855012
851266	854827
852943	856142
853503	854593
852501	855543
850688	854417
851988	856792
851394	852023
851501	854291
854373	854494
850614	856155
852248	856214
850558	850647
852122	855873
855466	855763
851884	851884
854373	855655
851399	854032
852622	855219
850934	855742
852949	854057
852819	853958
851052	852378
851193	856422
851548	852675
851549	854749
855630	856514
851394	852417
851964	854310
853252	854227
853566	856040
854322	855223
4188	852088
851504	851713
851680	852931
853161	854283
851394	855971
855929	855929
850686	850998
852372	856351
850840	856536
851408	852873
853301	856208
853477	853857
853574	854102
852206	854717
852310	852697
851125	852757
852248	856315
851564	851988
851846	856061
854086	854453
850320	855443
851207	853785
853906	854525
850373	851212
855726	856482
850647	851067
851024	852950
850803	851263
854780	854991
853315	855083
852007	855977
851168	852998
855716	856320
850903	854954
850585	855979
852037	853099
851776	851895
852034	854713
855173	856895
852697	852937
852549	856488
852322	856071
855982	856831
851682	852878
850329	856183
851296	852547
852697	856236
851810	856919
10083	856453
850317	850317
855302	856351
850395	853031
850422	851169
854373	854871
850499	851500
851313	854152
850752	855104
851259	853654
855512	856519
653121	850298
852058	853708
851212	856572
851394	856506
854931	856851
854670	855224
851768	852135
855836	855998
850786	851212
850761	852654
852453	852457
852719	856743
1466445	850744
2801	854654
855132	856289
850320	854026
853992	854778
852985	9164871
853688	855957
55861	850447
853855	854247
851957	856866
854913	856895
850554	851335
853922	854227
852235	855971
1466445	854265
851157	851394
850843	852090
853743	854384
852948	855104
852058	856319
852177	855401
851441	855159
851193	854072
7316	852378
851509	855104
856377	856537
852129	856498
852892	855154
850440	853587
850298	851589
856141	856367
852547	853131
854487	856909
854805	856537
854303	856895
851077	851212
852984	855480
850654	850733
850846	856294
850320	850603
855730	855890
851482	851936
852996	855485
852319	852854
852922	855289
851167	852547
854284	855827
851734	852870
853106	854745
851173	853082
850413	851022
851024	854327
850647	854820
850413	851394
851148	856717
851394	856923
850504	851369
852373	855828
852697	853045
854487	856449
855466	855560
851363	854446
853458	853762
851869	856155
852177	852697
852945	856155
851030	854999
856463	856719
851369	854691
852074	855512
855538	856155
854418	854881
855025	855700
851212	856852
854669	855348
851460	852697
851482	855730
851042	856260
851212	851347
853117	855512
854901	855842
850554	855315
851394	853248
853607	855962
851857	851857
854652	856290
851325	852571
853386	854505
851150	9164912
852068	853610
7316	856195
851415	854162
856170	856312
851770	854699
851086	851369
854327	855426
851383	853970
7329	852977
852228	855974
851707	855949
855316	855532
852755	853298
850325	852580
853060	855399
852755	856821
855409	855739
854922	856195
852170	855409
852313	854418
852248	852847
852265	853471
853552	854437
851086	851482
854426	856160
853800	856279
851394	855488
854373	855389
850334	855515
850652	856320
851162	854778
852522	855869
851152	853896
850530	850744
851846	853157
10241	856505
851372	856900
851394	853590
852348	856387
852680	853397
852926	855342
855266	855836
852697	853064
851590	856571
850318	854795
850598	854418
855423	856892
850445	852295
854446	854780
851212	851406
853083	855104
850635	855104
853817	855836
852395	853355
850527	854541
853806	853851
55145	853197
853271	854399
852506	856659
853997	856076
850422	851589
852371	856677
851771	852773
852697	856397
855701	856453
851948	853503
851394	852805
84283	856821
852457	855187
851916	854827
850649	851798
850914	855658
851394	852319
851990	854373
851708	852787
850445	855512
855838	856154
851034	855003
850320	853762
851212	852905
851431	853283
851180	854408
850794	851212
850554	851100
854373	854501
851197	856089
850647	856361
850620	853138
852804	856895
852895	853434
852773	856537
854916	855664
7316	855303
851226	852283
854929	856742
855003	856767
853447	856422
852755	855382
851201	856134
851148	854734
856455	947077
850787	851359
852673	853167
853369	854518
852865	854158
853587	856319
850982	855730
7536	855332
852074	853552
856236	856518
853503	856390
851400	852432
851482	856863
855291	856475
850647	854356
855466	855925
851955	855705
853568	854373
853334	855710
851575	856731
851474	854243
850497	850554
851774	855524
852457	856853
850544	856912
850305	852547
852296	856401
853535	855898
852697	855139
851136	851369
852773	853816
855783	856842
855962	856258
851648	853353
851614	856536
856087	856271
853335	853447
852549	854939
852066	856013
642	852564
851536	853369
3552	854188
852225	855512
852820	853599
852881	854541
853535	853535
850504	854664
851400	854554
855170	855522
852206	852972
853937	854213
850682	854796
850320	853036
851269	852848
23219	851928
853249	855599
850914	853262
851369	853748
1466451	853595
855624	856356
854662	855771
851076	851212
853447	853859
856040	856105
854903	856856
851907	854247
851488	856482
850585	851751
853688	856563
852697	854177
851394	852365
851212	853649
852194	855549
853674	855787
852740	856241
853060	855911
851698	856351
851838	852295
850647	852090
851093	856579
851394	855985
853025	854162
853817	854735
851389	855401
852697	856015
854068	854290
851394	855029
850620	851996
850712	855101
850647	856060
853392	856693
852686	853503
851495	852372
852020	852090
851212	855920
850998	853133
851408	853553
850422	854909
851042	852946
850297	856382
852122	856754
853499	853649
853275	856231
854072	856478
851212	854504
850314	854781
852964	855155
850647	856656
850620	855661
855911	9164925
1466445	851723
852741	852755
851646	852547
850764	852068
851943	856821
853682	853847
851979	855512
855512	856482
850549	855903
853459	853503
855603	856394
850427	856275
850320	853929
852248	852405
84970	851615
851059	852755
852755	855548
851394	856275
852419	856464
850490	855006
851498	855705
851452	853587
850584	851212
850506	851156
852837	853743
854329	855410
855425	855972
852839	852888
853587	854714
3024	852457
852288	852547
854322	856455
851212	852638
850884	851152
852618	855836
851846	856155
853651	856081
851212	854844
853100	854191
851634	852926
856249	856249
852989	853956
853183	854066
853461	853723
852294	856846
23204	851798
853071	855917
852757	856919
852555	853985
850894	853956
851406	853675
850447	850998
851461	851542
851878	856148
852697	853221
852284	9164985
852445	853675
851842	853713
852697	856848
852127	854150
853311	855158
851445	851677
850578	855950
853806	855083
851394	851713
851114	854948
853871	856076
852025	854984
850843	852696
855850	856076
855003	8848
855101	856901
852676	855012
853086	853785
851369	852042
853300	856853
851482	853858
851394	852654
852205	852205
854235	856828
851159	851212
852755	853844
855276	855532
852487	9164981
853522	854193
854162	855750
852122	853967
852530	854373
852810	855974
855501	856422
854901	855613
855729	856343
856352	856723
851369	856517
852229	854655
850422	852990
853697	854776
850625	852455
851452	851851
850325	853544
850633	856404
850440	850750
851847	854985
852763	855836
850647	853551
851929	856351
851536	854227
853335	855118
852549	852549
852122	854992
1466445	1466445
23281	850998
851700	855970
852876	856803
855269	855512
854283	855737
852870	855083
855512	856118
852294	853191
855269	856126
853878	856387
851148	851996
851762	853133
851440	851440
851212	855536
851592	856866
851559	856743
853350	853682
850423	851394
854773	855512
851636	852646
855827	856076
854999	856298
854095	856677
851212	855935
852547	855066
854354	855787
853587	856603
853327	855267
850543	850713
853796	856155
851110	851401
1466493	851250
852021	853051
856155	856372
856267	856604
851136	851193
853702	856337
852678	854760
854373	855458
853106	853418
851755	853075
852922	854780
850513	850513
855654	856351
851432	852127
851494	855898
852416	855532
852477	852939
851282	852518
850647	854701
850764	854450
853273	855675
576779	852212
854318	856601
1466445	852702
853504	855700
852113	854210
851259	854318
853490	856659
851494	855288
852852	854258
852802	853894
856123	856537
852402	853155
850541	854418
851950	852547
850780	851482
853743	854373
1466445	850506
851429	852403
851845	855836
852755	854949
851212	853877
851102	851102
853884	855683
851740	856850
851455	854327
853133	853529
850740	854487
853497	854286
852755	853200
472	851975
851460	856848
850907	851394
852852	854381
852547	853041
852967	856384
850389	853071
852865	853252
852068	854130
855355	856155
851817	856567
855283	856758
852695	854379
854373	855161
855466	856752
851019	856069
854258	855836
852283	853442
856106	856519
850764	856463
852755	856740
851280	851394
851406	852079
851813	852248
850521	853450
853870	854658
851206	854976
851163	855049
852640	854966
851212	852968
852127	856693
852068	856547
850905	856320
851548	854487
853335	856723
851052	856575
854450	855958
852294	853400
851259	853083
853725	855605
853529	855104
851030	852100
851056	856646
852697	853181
853543	853886
854868	855217
855836	855866
850998	92840
2810	852091
855700	855727
856422	856766
852755	852833
851751	852757
851212	852992
854130	854418
850549	855269
851125	855884
852984	854026
854026	854032
854937	855305
854675	855512
850441	854501
851042	851086
853956	855473
852452	856076
852997	856659
852127	852793
852775	856319
853830	855427
851394	856041
854120	855561
850774	851101
852547	852624
853642	854291
850837	852026
851318	854826
851702	856560
851557	855224
852547	856476
855841	856462
851394	853200
853527	854450
850760	855139
851075	853537
851929	854113
854940	855728
852755	856925
855450	856487
854037	855466
851607	852457
850647	853634
850585	850819
852688	854407
850647	855592
852818	852931
852755	856935
3783761	851906
855117	855998
852673	855048
851178	856754
853769	856537
854765	855512
852547	855091
850580	851550
853592	855512
853925	855132
855978	856289
851212	853053
851381	853198
850844	852248
852311	856523
850554	853700
856575	856840
850695	855560
855739	856862
854001	855104
851153	853644
853864	853956
851470	856846
855427	855783
851207	853288
852755	855933
855267	856891
853933	855466
856012	856863
1466493	851708
852755	856152
853712	855700
853460	854373
850320	851210
852457	856680
852399	856519
851212	853971
854820	856898
850641	852925
851212	852949
851817	852565
855453	855836
851442	853133
856723	856912
850647	850750
851482	856063
853993	855104
853796	856912
851212	851642
855269	855547
852200	852518
851394	853561
854827	855143
852406	854258
852169	852276
851399	852108
851152	856776
850521	856828
853186	854827
856575	856656
853350	855647
852990	853739
850549	853503
852135	855970
850620	852688
7329	854366
851394	855201
853065	853133
855110	856103
854469	856158
852569	854229
851210	856081
853668	856434
850686	855217
853099	854356
851596	852803
850300	850651
851461	856355
850983	853060
850860	852547
851964	854379
852731	854166
851193	853261
851459	854697
855387	856343
851394	852966
852694	853077
855512	856815
853438	854336
851394	855222
850633	855255
850515	850652
852177	853071
850647	854135
850607	853599
851071	854680
850320	851087
851042	851596
853109	854780
856168	856351
854982	855512
852876	856607
850347	851486
854018	856076
850346	855256
853031	855892
851960	855420
853315	853540
854373	855608
850636	853558
850905	856222
850930	856726
850334	855555
851442	854322
852468	853432
851041	855277
2542196	853041
853847	854381
853942	853942
853957	854327
855788	856799
856681	856856
7316	850499
853688	855844
851142	852660
852278	852499
852454	853958
853783	856351
852294	855543
851660	854446
853389	855725
853071	855599
853445	855118
855830	856580
852283	855143
850900	851707
853585	855403
854229	854791
851112	852755
851141	851394
852697	853788
854322	854929
853059	855998
853728	854131
854469	855624
851250	856613
29979	850620
855524	855967
852547	854743
851394	856276
850549	853808
851745	852582
852820	855700
853557	855789
851394	856369
852135	855731
851488	853252
853146	856057
851212	855036
853359	856726
851812	854284
852001	855547
850554	856862
853916	854373
850647	855103
850298	856815
852001	856709
851024	853804
850633	854768
850915	852921
850522	853896
855911	9164893
855173	856351
853118	856351
850647	855243
850882	853335
853870	856023
852344	856289
850594	851073
852185	854780
851212	856249
854078	856815
855394	856287
851200	852918
855512	855963
853353	853935
851303	856155
851431	851889
852418	856607
851271	855130
851698	852088
852001	855276
851403	854408
851482	854650
853091	856076
427887	853922
851152	854392
850623	855745
6622	856862
850620	851918
850873	851394
852804	854681
3799970	852755
850317	852294
852818	854781
850554	856746
851394	851953
856305	856695
850647	853592
851543	852881
853188	856351
852113	855730
853867	855585
852547	855922
853383	855754
851665	854258
851306	851306
851637	855897
850761	856702
853315	856130
851380	852250
850647	855509
852672	854373
852124	855512
850782	856159
855836	856574
852295	854317
853888	855224
855953	856186
853537	854117
853585	856418
856155	856311
852090	856203
853860	855512
851206	856085
851394	854735
851207	851543
851394	854634
852066	856194
852779	856723
851815	855450
851394	854142
856095	856267
851201	854868
850733	853978
855117	855512
852468	854851
851212	852975
851061	855184
853266	855466
853422	855161
852135	855275
850970	853275
855410	855836
855532	856626
851771	854937
850713	852709
852493	852606
851892	856898
851251	851672
853670	855892
853319	855700
851394	856050
851028	854806
850763	856094
851394	852991
838260	852793
850375	854781
853839	855700
853167	855097
851030	856924
852982	856885
854549	855512
851212	852054
853178	855718
850969	852549
852364	856320
854503	856668
852248	852602
851666	855298
850972	852755
852042	855256
852870	855701
851342	851784
54778	852793
850554	855725
850796	853160
851527	855860
853333	855158
850633	853839
854791	855173
855052	856321
851381	853956
852533	855568
854029	854543
852755	853502
851813	852788
851030	851937
855158	856313
852418	855466
855468	855512
853149	853275
853783	853853
853585	854600
855869	856422
854397	855512
851723	854926
851406	854504
854011	855067
1466511	852755
851754	852456
852755	855583
850977	851212
851142	854834
850647	855952
852911	856895
851212	856504
852818	853743
3959	851676
851676	852513
856512	856862
850714	856103
851964	852865
851273	856828
850580	852695
853465	856195
853310	854329
853438	855701
853441	855512
851787	855888
851019	856851
851860	856835
850385	855912
851742	853359
850534	852295
854360	855836
851742	855701
854353	855149
854759	855957
7322	851554
852833	855158
854676	856351
851212	852898
850611	855362
851589	856486
852875	853121
854657	856267
852878	852903
852063	852497
855701	855964
851212	855237
853340	854790
852457	854210
851372	852462
3799975	853503
851394	854980
853116	855532
852755	852771
852586	853325
850372	852284
851754	854937
852177	852531
852697	853994
851030	852382
852049	852180
850945	852318
853261	856587
853853	855512
850504	852122
854465	856828
851752	855429
851394	855159
850877	852294
852223	853275
850803	853352
852248	853868
856076	856787
55213	856924
852090	854914
850803	856740
851408	853178
853365	856144
850647	852814
854373	856899
852239	852873
3799971	852512
851388	852313
852255	852968
853817	855488
852276	855429
852639	854284
851394	854073
850654	855512
851482	856691
852200	856076
856536	856561
850972	851237
851259	856656
852211	856836
852376	855859
851799	856570
851212	852539
850645	853479
851226	856846
852945	855787
850720	851897
851030	853642
854129	855929
851212	854550
852402	853106
852424	853201
853856	855136
855836	856758
852457	854700
852432	853712
855048	856507
851013	851259
854409	856870
850764	851768
851195	851730
850760	854322
851550	852127
852068	855875
852873	854544
850440	852655
851520	852814
851457	852135
852248	854993
851507	852624
852821	853801
851212	855258
853085	855754
851660	854078
852033	856659
850384	855700
850440	854653
855013	856870
854058	855754
852283	853064
850554	855883
852755	855236
852276	854102
852577	856579
851677	853138
852283	855061
10606	855532
854541	856770
5609	856924
855414	855705
853315	854899
854780	856870
851457	856862
850532	850554
852755	856371
852719	856895
855425	855665
850413	853718
852425	853906
852295	854465
850633	851030
850366	855618
850637	852314
852694	9802
850455	852295
855267	856096
852755	852971
853800	853861
853497	853970
852870	853941
852987	854243
851676	855769
3068	851676
851319	9164901
854668	854668
851486	852030
4110	850998
852068	854732
851193	852090
853144	853819
851568	854382
64837	856924
854310	854310
851030	852385
850700	852755
851484	852755
854028	855787
852848	855170
851636	854657
852068	854157
852209	852697
852878	856659
854465	856425
850590	850763
851306	854713
853956	855512
852803	856260
854732	856482
851798	855393
850647	853636
853896	855282
853167	855466
853537	853712
850914	854551
851991	854053
852108	852112
856087	856870
7316	853853
851212	854431
853743	856517
850754	855866
851112	855012
855591	856401
853853	855466
851394	855822
850647	855754
853503	854669
851525	852755
853161	856864
850686	851311
851758	852755
851530	851660
852135	854827
852755	853364
851399	856848
851052	853788
850863	855224
851799	852697
850307	854541
851771	852666
850528	850981
851813	855328
853133	855984
852347	856155
854322	856736
850504	855259
855039	856243
852487	856607
850440	856024
854387	856428
850753	852248
854373	856891
851101	852284
850554	851394
854284	856925
851369	851646
853475	855631
853610	856677
851212	851841
851495	851754
854443	855101
851152	854669
851336	855789
850552	852950
852373	853757
855568	856732
853988	854840
853603	855409
3866	851101
851338	852451
853479	855677
856136	856384
854371	854866
855478	855512
852275	852295
852248	856058
850549	850625
851589	851771
853682	856828
852439	855591
